year_film,year_ceremony,ceremony,category,name,film,In movies dataset?,winner
2010,2011,83,ACTOR IN A LEADING ROLE,Colin Firth,The King's Speech,The King's Speech,TRUE
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Fighter,The Fighter,TRUE
2010,2011,83,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,The King's Speech,The King's Speech,FALSE
2010,2011,83,ACTRESS IN A LEADING ROLE,Natalie Portman,Black Swan,Black Swan,TRUE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Amy Adams,The Fighter,The Fighter,FALSE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Helena Bonham Carter,The King's Speech,The King's Speech,FALSE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Melissa Leo,The Fighter,The Fighter,TRUE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Hailee Steinfeld,True Grit,True Grit,FALSE
2010,2011,83,ANIMATED FEATURE FILM,Chris Sanders and Dean DeBlois,How to Train Your Dragon,How to Train Your Dragon,FALSE
2010,2011,83,ANIMATED FEATURE FILM,Sylvain Chomet,The Illusionist,The Illusionist,FALSE
2010,2011,83,ANIMATED FEATURE FILM,Lee Unkrich,Toy Story 3,Toy Story 3,TRUE
2010,2011,83,ART DIRECTION,Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,Inception,Inception,FALSE
2010,2011,83,ART DIRECTION,Production Design: Eve Stewart; Set Decoration: Judy Farr,The King's Speech,The King's Speech,FALSE
2010,2011,83,ART DIRECTION,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,True Grit,True Grit,FALSE
2010,2011,83,CINEMATOGRAPHY,Matthew Libatique,Black Swan,Black Swan,FALSE
2010,2011,83,CINEMATOGRAPHY,Wally Pfister,Inception,Inception,TRUE
2010,2011,83,CINEMATOGRAPHY,Danny Cohen,The King's Speech,The King's Speech,FALSE
2010,2011,83,CINEMATOGRAPHY,Jeff Cronenweth,The Social Network,The Social Network,FALSE
2010,2011,83,CINEMATOGRAPHY,Roger Deakins,True Grit,True Grit,FALSE
2010,2011,83,COSTUME DESIGN,Jenny Beavan,The King's Speech,The King's Speech,FALSE
2010,2011,83,COSTUME DESIGN,Mary Zophres,True Grit,True Grit,FALSE
2010,2011,83,DIRECTING,Darren Aronofsky,Black Swan,Black Swan,FALSE
2010,2011,83,DIRECTING,David O. Russell,The Fighter,The Fighter,FALSE
2010,2011,83,DIRECTING,Tom Hooper,The King's Speech,The King's Speech,TRUE
2010,2011,83,DIRECTING,David Fincher,The Social Network,The Social Network,FALSE
2010,2011,83,DIRECTING,Joel Coen and Ethan Coen,True Grit,True Grit,FALSE
2010,2011,83,FILM EDITING,Andrew Weisblum,Black Swan,Black Swan,FALSE
2010,2011,83,FILM EDITING,Pamela Martin,The Fighter,The Fighter,FALSE
2010,2011,83,FILM EDITING,Tariq Anwar,The King's Speech,The King's Speech,FALSE
2010,2011,83,FILM EDITING,Angus Wall and Kirk Baxter,The Social Network,The Social Network,TRUE
2010,2011,83,FOREIGN LANGUAGE FILM,Canada,Incendies,Incendies,FALSE
2010,2011,83,MUSIC (Original Score),John Powell,How to Train Your Dragon,How to Train Your Dragon,FALSE
2010,2011,83,MUSIC (Original Score),Hans Zimmer,Inception,Inception,FALSE
2010,2011,83,MUSIC (Original Score),Alexandre Desplat,The King's Speech,The King's Speech,FALSE
2010,2011,83,MUSIC (Original Score),Trent Reznor and Atticus Ross,The Social Network,The Social Network,TRUE
2010,2011,83,MUSIC (Original Song),Music by Alan Menken; Lyric by Glenn Slater,Tangled,Tangled,FALSE
2010,2011,83,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 3,Toy Story 3,TRUE
2010,2011,83,BEST PICTURE,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",Black Swan,Black Swan,FALSE
2010,2011,83,BEST PICTURE,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",The Fighter,The Fighter,FALSE
2010,2011,83,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",Inception,Inception,FALSE
2010,2011,83,BEST PICTURE,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",The King's Speech,The King's Speech,TRUE
2010,2011,83,BEST PICTURE,"Scott Rudin, Dana Brunetti, Michael De Luca and CeÃ¡n Chaffin, Producers",The Social Network,The Social Network,FALSE
2010,2011,83,BEST PICTURE,"Darla K. Anderson, Producer",Toy Story 3,Toy Story 3,FALSE
2010,2011,83,BEST PICTURE,"Scott Rudin, Ethan Coen and Joel Coen, Producers",True Grit,True Grit,FALSE
2010,2011,83,SOUND EDITING,Richard King,Inception,Inception,TRUE
2010,2011,83,SOUND EDITING,Tom Myers and Michael Silvers,Toy Story 3,Toy Story 3,FALSE
2010,2011,83,SOUND EDITING,Skip Lievsay and Craig Berkey,True Grit,True Grit,FALSE
2010,2011,83,SOUND MIXING,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",Inception,Inception,TRUE
2010,2011,83,SOUND MIXING,"Paul Hamblin, Martin Jensen and John Midgley",The King's Speech,The King's Speech,FALSE
2010,2011,83,SOUND MIXING,"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten",The Social Network,The Social Network,FALSE
2010,2011,83,SOUND MIXING,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland",True Grit,True Grit,FALSE
2010,2011,83,VISUAL EFFECTS,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",Inception,Inception,TRUE
2010,2011,83,WRITING (Adapted Screenplay),Screenplay by Aaron Sorkin,The Social Network,The Social Network,TRUE
2010,2011,83,WRITING (Adapted Screenplay),"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",Toy Story 3,Toy Story 3,FALSE
2010,2011,83,WRITING (Adapted Screenplay),Written for the screen by Joel Coen & Ethan Coen,True Grit,True Grit,FALSE
2010,2011,83,WRITING (Original Screenplay),Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson,The Fighter,The Fighter,FALSE
2010,2011,83,WRITING (Original Screenplay),Written by Christopher Nolan,Inception,Inception,FALSE
2010,2011,83,WRITING (Original Screenplay),Screenplay by David Seidler,The King's Speech,The King's Speech,TRUE
2011,2012,84,ACTOR IN A LEADING ROLE,Jean Dujardin,The Artist,The Artist,TRUE
2011,2012,84,ACTOR IN A LEADING ROLE,Brad Pitt,Moneyball,Moneyball,FALSE
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Jonah Hill,Moneyball,Moneyball,FALSE
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Nick Nolte,Warrior,Warrior,FALSE
2011,2012,84,ACTRESS IN A LEADING ROLE,Viola Davis,The Help,The Help,FALSE
2011,2012,84,ACTRESS IN A LEADING ROLE,Rooney Mara,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,FALSE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,BÃ©rÃ©nice Bejo,The Artist,The Artist,FALSE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Jessica Chastain,The Help,The Help,FALSE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,The Help,The Help,TRUE
2011,2012,84,ART DIRECTION,Production Design: Laurence Bennett; Set Decoration: Robert Gould,The Artist,The Artist,FALSE
2011,2012,84,ART DIRECTION,Production Design: Anne Seibel; Set Decoration: HÃ©lÃ¨ne Dubreuil,Midnight in Paris,Midnight in Paris,FALSE
2011,2012,84,CINEMATOGRAPHY,Guillaume Schiffman,The Artist,The Artist,FALSE
2011,2012,84,CINEMATOGRAPHY,Jeff Cronenweth,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,FALSE
2011,2012,84,COSTUME DESIGN,Mark Bridges,The Artist,The Artist,TRUE
2011,2012,84,DIRECTING,Michel Hazanavicius,The Artist,The Artist,TRUE
2011,2012,84,DIRECTING,Woody Allen,Midnight in Paris,Midnight in Paris,FALSE
2011,2012,84,FILM EDITING,Anne-Sophie Bion and Michel Hazanavicius,The Artist,The Artist,FALSE
2011,2012,84,FILM EDITING,Kirk Baxter and Angus Wall,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,TRUE
2011,2012,84,FILM EDITING,Christopher Tellefsen,Moneyball,Moneyball,FALSE
2011,2012,84,MUSIC (Original Score),Ludovic Bource,The Artist,The Artist,TRUE
2011,2012,84,BEST PICTURE,"Thomas Langmann, Producer",The Artist,The Artist,TRUE
2011,2012,84,BEST PICTURE,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",The Help,The Help,FALSE
2011,2012,84,BEST PICTURE,"Letty Aronson and Stephen Tenenbaum, Producers",Midnight in Paris,Midnight in Paris,FALSE
2011,2012,84,BEST PICTURE,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",Moneyball,Moneyball,FALSE
2011,2012,84,SOUND EDITING,Lon Bender and Victor Ray Ennis,Drive,Drive,FALSE
2011,2012,84,SOUND EDITING,Ren Klyce,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,FALSE
2011,2012,84,SOUND MIXING,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,FALSE
2011,2012,84,SOUND MIXING,"Deb Adair, Ron Bochar, David Giammarco and Ed Novick",Moneyball,Moneyball,FALSE
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,Moneyball,Moneyball,FALSE
2011,2012,84,WRITING (Original Screenplay),Written by Michel Hazanavicius,The Artist,The Artist,FALSE
2011,2012,84,WRITING (Original Screenplay),Written by Woody Allen,Midnight in Paris,Midnight in Paris,TRUE
2012,2013,85,ACTOR IN A LEADING ROLE,Bradley Cooper,Silver Linings Playbook,Silver Linings Playbook,FALSE
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Argo,Argo,FALSE
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Robert De Niro,Silver Linings Playbook,Silver Linings Playbook,FALSE
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Django Unchained,Django Unchained,TRUE
2012,2013,85,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Silver Linings Playbook,Silver Linings Playbook,TRUE
2012,2013,85,ACTRESS IN A LEADING ROLE,Emmanuelle Riva,Amour,Amour,FALSE
2012,2013,85,ACTRESS IN A SUPPORTING ROLE,Jacki Weaver,Silver Linings Playbook,Silver Linings Playbook,FALSE
2012,2013,85,ANIMATED FEATURE FILM,Rich Moore,Wreck-It Ralph,Wreck-It Ralph,FALSE
2012,2013,85,CINEMATOGRAPHY,Robert Richardson,Django Unchained,Django Unchained,FALSE
2012,2013,85,CINEMATOGRAPHY,Claudio Miranda,Life of Pi,Life of Pi,TRUE
2012,2013,85,CINEMATOGRAPHY,Roger Deakins,Skyfall,Skyfall,FALSE
2012,2013,85,DIRECTING,Michael Haneke,Amour,Amour,FALSE
2012,2013,85,DIRECTING,Ang Lee,Life of Pi,Life of Pi,TRUE
2012,2013,85,DIRECTING,David O. Russell,Silver Linings Playbook,Silver Linings Playbook,FALSE
2012,2013,85,FILM EDITING,William Goldenberg,Argo,Argo,TRUE
2012,2013,85,FILM EDITING,Tim Squyres,Life of Pi,Life of Pi,FALSE
2012,2013,85,FILM EDITING,Jay Cassidy and Crispin Struthers,Silver Linings Playbook,Silver Linings Playbook,FALSE
2012,2013,85,FOREIGN LANGUAGE FILM,Austria,Amour,Amour,TRUE
2012,2013,85,MAKEUP AND HAIRSTYLING,"Peter Swords King, Rick Findlater and Tami Lane",The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,FALSE
2012,2013,85,MUSIC (Original Score),Alexandre Desplat,Argo,Argo,FALSE
2012,2013,85,MUSIC (Original Score),Mychael Danna,Life of Pi,Life of Pi,TRUE
2012,2013,85,MUSIC (Original Score),Thomas Newman,Skyfall,Skyfall,FALSE
2012,2013,85,MUSIC (Original Song),Music by Mychael Danna; Lyric by Bombay Jayashri,Life of Pi,Life of Pi,FALSE
2012,2013,85,MUSIC (Original Song),Music and Lyric by Adele Adkins and Paul Epworth,Skyfall,Skyfall,TRUE
2012,2013,85,BEST PICTURE,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers",Amour,Amour,FALSE
2012,2013,85,BEST PICTURE,"Grant Heslov, Ben Affleck and George Clooney, Producers",Argo,Argo,TRUE
2012,2013,85,BEST PICTURE,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",Django Unchained,Django Unchained,FALSE
2012,2013,85,BEST PICTURE,"Gil Netter, Ang Lee and David Womark, Producers",Life of Pi,Life of Pi,FALSE
2012,2013,85,BEST PICTURE,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",Silver Linings Playbook,Silver Linings Playbook,FALSE
2012,2013,85,PRODUCTION DESIGN,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,FALSE
2012,2013,85,PRODUCTION DESIGN,Production Design: David Gropman; Set Decoration: Anna Pinnock,Life of Pi,Life of Pi,FALSE
2012,2013,85,SOUND EDITING,Erik Aadahl and Ethan Van der Ryn,Argo,Argo,FALSE
2012,2013,85,SOUND EDITING,Wylie Stateman,Django Unchained,Django Unchained,FALSE
2012,2013,85,SOUND EDITING,Eugene Gearty and Philip Stockton,Life of Pi,Life of Pi,FALSE
2012,2013,85,SOUND EDITING,Per Hallberg and Karen Baker Landers,Skyfall,Skyfall,TRUE
2012,2013,85,SOUND MIXING,"John Reitz, Gregg Rudloff and Jose Antonio Garcia",Argo,Argo,FALSE
2012,2013,85,SOUND MIXING,"Ron Bartlett, D.M. Hemphill and Drew Kunin",Life of Pi,Life of Pi,FALSE
2012,2013,85,SOUND MIXING,"Scott Millan, Greg P. Russell and Stuart Wilson",Skyfall,Skyfall,FALSE
2012,2013,85,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,FALSE
2012,2013,85,VISUAL EFFECTS,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",Life of Pi,Life of Pi,TRUE
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by Chris Terrio,Argo,Argo,TRUE
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by David Magee,Life of Pi,Life of Pi,FALSE
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by David O. Russell,Silver Linings Playbook,Silver Linings Playbook,FALSE
2012,2013,85,WRITING (Original Screenplay),Written by Michael Haneke,Amour,Amour,FALSE
2012,2013,85,WRITING (Original Screenplay),Written by Quentin Tarantino,Django Unchained,Django Unchained,TRUE
2012,2013,85,WRITING (Original Screenplay),Written by Wes Anderson & Roman Coppola,Moonrise Kingdom,Moonrise Kingdom,FALSE
2013,2014,86,ACTOR IN A LEADING ROLE,Bruce Dern,Nebraska,Nebraska,FALSE
2013,2014,86,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Wolf of Wall Street,The Wolf of Wall Street,FALSE
2013,2014,86,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,12 Years a Slave,12 Years a Slave,FALSE
2013,2014,86,ACTOR IN A LEADING ROLE,Matthew McConaughey,Dallas Buyers Club,Dallas Buyers Club,TRUE
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Barkhad Abdi,Captain Phillips,Captain Phillips,FALSE
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Michael Fassbender,12 Years a Slave,12 Years a Slave,FALSE
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Jonah Hill,The Wolf of Wall Street,The Wolf of Wall Street,FALSE
2013,2014,86,ACTOR IN A SUPPORTING ROLE,Jared Leto,Dallas Buyers Club,Dallas Buyers Club,TRUE
2013,2014,86,ACTRESS IN A LEADING ROLE,Sandra Bullock,Gravity,Gravity,FALSE
2013,2014,86,ACTRESS IN A LEADING ROLE,Judi Dench,Philomena,Philomena,FALSE
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,12 Years a Slave,12 Years a Slave,TRUE
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,June Squibb,Nebraska,Nebraska,FALSE
2013,2014,86,CINEMATOGRAPHY,Emmanuel Lubezki,Gravity,Gravity,TRUE
2013,2014,86,CINEMATOGRAPHY,Phedon Papamichael,Nebraska,Nebraska,FALSE
2013,2014,86,CINEMATOGRAPHY,Roger A. Deakins,Prisoners,Prisoners,FALSE
2013,2014,86,COSTUME DESIGN,Patricia Norris,12 Years a Slave,12 Years a Slave,FALSE
2013,2014,86,DIRECTING,Alfonso CuarÃ³n,Gravity,Gravity,TRUE
2013,2014,86,DIRECTING,Alexander Payne,Nebraska,Nebraska,FALSE
2013,2014,86,DIRECTING,Steve McQueen,12 Years a Slave,12 Years a Slave,FALSE
2013,2014,86,DIRECTING,Martin Scorsese,The Wolf of Wall Street,The Wolf of Wall Street,FALSE
2013,2014,86,FILM EDITING,Christopher Rouse,Captain Phillips,Captain Phillips,FALSE
2013,2014,86,FILM EDITING,John Mac McMurphy and Martin Pensa,Dallas Buyers Club,Dallas Buyers Club,FALSE
2013,2014,86,FILM EDITING,Alfonso CuarÃ³n and Mark Sanger,Gravity,Gravity,TRUE
2013,2014,86,FILM EDITING,Joe Walker,12 Years a Slave,12 Years a Slave,FALSE
2013,2014,86,FOREIGN LANGUAGE FILM,Belgium,The Broken Circle Breakdown,The Broken Circle Breakdown,FALSE
2013,2014,86,MAKEUP AND HAIRSTYLING,Adruitha Lee and Robin Mathews,Dallas Buyers Club,Dallas Buyers Club,TRUE
2013,2014,86,MUSIC (Original Score),Steven Price,Gravity,Gravity,TRUE
2013,2014,86,MUSIC (Original Score),William Butler and Owen Pallett,Her,Her,FALSE
2013,2014,86,MUSIC (Original Score),Alexandre Desplat,Philomena,Philomena,FALSE
2013,2014,86,MUSIC (Original Song),Music by Karen O; Lyric by Karen O and Spike Jonze,Her,Her,FALSE
2013,2014,86,BEST PICTURE,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",Captain Phillips,Captain Phillips,FALSE
2013,2014,86,BEST PICTURE,"Robbie Brenner and Rachel Winter, Producers",Dallas Buyers Club,Dallas Buyers Club,FALSE
2013,2014,86,BEST PICTURE,"Alfonso CuarÃ³n and David Heyman, Producers",Gravity,Gravity,FALSE
2013,2014,86,BEST PICTURE,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",Her,Her,FALSE
2013,2014,86,BEST PICTURE,"Albert Berger and Ron Yerxa, Producers",Nebraska,Nebraska,FALSE
2013,2014,86,BEST PICTURE,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",Philomena,Philomena,FALSE
2013,2014,86,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years a Slave,12 Years a Slave,TRUE
2013,2014,86,BEST PICTURE,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",The Wolf of Wall Street,The Wolf of Wall Street,FALSE
2013,2014,86,PRODUCTION DESIGN,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,Gravity,Gravity,FALSE
2013,2014,86,PRODUCTION DESIGN,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,Her,Her,FALSE
2013,2014,86,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Alice Baker,12 Years a Slave,12 Years a Slave,FALSE
2013,2014,86,SOUND EDITING,Oliver Tarney,Captain Phillips,Captain Phillips,FALSE
2013,2014,86,SOUND EDITING,Glenn Freemantle,Gravity,Gravity,TRUE
2013,2014,86,SOUND EDITING,Brent Burge and Chris Ward,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,FALSE
2013,2014,86,SOUND MIXING,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",Captain Phillips,Captain Phillips,FALSE
2013,2014,86,SOUND MIXING,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",Gravity,Gravity,TRUE
2013,2014,86,SOUND MIXING,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,FALSE
2013,2014,86,VISUAL EFFECTS,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",Gravity,Gravity,TRUE
2013,2014,86,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,FALSE
2013,2014,86,VISUAL EFFECTS,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",Star Trek Into Darkness,Star Trek Into Darkness,FALSE
2013,2014,86,WRITING (Adapted Screenplay),"Written by Richard Linklater, Julie Delpy, Ethan Hawke",Before Midnight,Before Midnight,FALSE
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Billy Ray,Captain Phillips,Captain Phillips,FALSE
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Steve Coogan and Jeff Pope,Philomena,Philomena,FALSE
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by John Ridley,12 Years a Slave,12 Years a Slave,TRUE
2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Terence Winter,The Wolf of Wall Street,The Wolf of Wall Street,FALSE
2013,2014,86,WRITING (Original Screenplay),Written by Craig Borten & Melisa Wallack,Dallas Buyers Club,Dallas Buyers Club,FALSE
2013,2014,86,WRITING (Original Screenplay),Written by Spike Jonze,Her,Her,TRUE
2013,2014,86,WRITING (Original Screenplay),Written by Bob Nelson,Nebraska,Nebraska,FALSE
2014,2015,87,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Imitation Game,The Imitation Game,FALSE
2014,2015,87,ACTOR IN A LEADING ROLE,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,The Theory of Everything,TRUE
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Boyhood,Boyhood,FALSE
2014,2015,87,ACTOR IN A SUPPORTING ROLE,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Whiplash,Whiplash,TRUE
2014,2015,87,ACTRESS IN A LEADING ROLE,Felicity Jones,The Theory of Everything,The Theory of Everything,FALSE
2014,2015,87,ACTRESS IN A LEADING ROLE,Rosamund Pike,Gone Girl,Gone Girl,FALSE
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Patricia Arquette,Boyhood,Boyhood,TRUE
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Keira Knightley,The Imitation Game,The Imitation Game,FALSE
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli",Big Hero 6,Big Hero 6,TRUE
2014,2015,87,ANIMATED FEATURE FILM,Dean DeBlois and Bonnie Arnold,How to Train Your Dragon 2,How to Train Your Dragon 2,FALSE
2014,2015,87,ANIMATED FEATURE FILM,Tomm Moore and Paul Young,Song of the Sea,Song of the Sea,FALSE
2014,2015,87,CINEMATOGRAPHY,Emmanuel Lubezki,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),TRUE
2014,2015,87,CINEMATOGRAPHY,Robert Yeoman,The Grand Budapest Hotel,The Grand Budapest Hotel,FALSE
2014,2015,87,COSTUME DESIGN,Milena Canonero,The Grand Budapest Hotel,The Grand Budapest Hotel,TRUE
2014,2015,87,DIRECTING,Alejandro G. IÃ±Ã¡rritu,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),TRUE
2014,2015,87,DIRECTING,Richard Linklater,Boyhood,Boyhood,FALSE
2014,2015,87,DIRECTING,Wes Anderson,The Grand Budapest Hotel,The Grand Budapest Hotel,FALSE
2014,2015,87,DIRECTING,Morten Tyldum,The Imitation Game,The Imitation Game,FALSE
2014,2015,87,FILM EDITING,Sandra Adair,Boyhood,Boyhood,FALSE
2014,2015,87,FILM EDITING,Barney Pilling,The Grand Budapest Hotel,The Grand Budapest Hotel,FALSE
2014,2015,87,FILM EDITING,William Goldenberg,The Imitation Game,The Imitation Game,FALSE
2014,2015,87,FILM EDITING,Tom Cross,Whiplash,Whiplash,TRUE
2014,2015,87,MAKEUP AND HAIRSTYLING,Frances Hannon and Mark Coulier,The Grand Budapest Hotel,The Grand Budapest Hotel,TRUE
2014,2015,87,MAKEUP AND HAIRSTYLING,Elizabeth Yianni-Georgiou and David White,Guardians of the Galaxy,Guardians of the Galaxy,FALSE
2014,2015,87,MUSIC (Original Score),Alexandre Desplat,The Grand Budapest Hotel,The Grand Budapest Hotel,TRUE
2014,2015,87,MUSIC (Original Score),Alexandre Desplat,The Imitation Game,The Imitation Game,FALSE
2014,2015,87,MUSIC (Original Score),Hans Zimmer,Interstellar,Interstellar,FALSE
2014,2015,87,MUSIC (Original Score),JÃ³hann JÃ³hannsson,The Theory of Everything,The Theory of Everything,FALSE
2014,2015,87,MUSIC (Original Song),Music and Lyric by Shawn Patterson,The Lego Movie,The Lego Movie,FALSE
2014,2015,87,BEST PICTURE,"Alejandro G. IÃ±Ã¡rritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),TRUE
2014,2015,87,BEST PICTURE,"Richard Linklater and Cathleen Sutherland, Producers",Boyhood,Boyhood,FALSE
2014,2015,87,BEST PICTURE,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",The Grand Budapest Hotel,The Grand Budapest Hotel,FALSE
2014,2015,87,BEST PICTURE,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",The Imitation Game,The Imitation Game,FALSE
2014,2015,87,BEST PICTURE,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",The Theory of Everything,The Theory of Everything,FALSE
2014,2015,87,BEST PICTURE,"Jason Blum, Helen Estabrook and David Lancaster, Producers",Whiplash,Whiplash,FALSE
2014,2015,87,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,The Grand Budapest Hotel,The Grand Budapest Hotel,TRUE
2014,2015,87,PRODUCTION DESIGN,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald,The Imitation Game,The Imitation Game,FALSE
2014,2015,87,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Interstellar,Interstellar,FALSE
2014,2015,87,SOUND EDITING,MartÃ­n HernÃ¡ndez and Aaron Glascock,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,SOUND EDITING,Richard King,Interstellar,Interstellar,FALSE
2014,2015,87,SOUND MIXING,"Jon Taylor, Frank A. MontaÃ±o and Thomas Varga",Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),FALSE
2014,2015,87,SOUND MIXING,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",Interstellar,Interstellar,FALSE
